Período,ARS,Hospital,Localização Geográfica,DDD Consumidas de Cefalosporinas,DDD Consumidas dos Restantes Antibióticos
2017-06,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",960,4046
2017-06,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3923,24576
2017-06,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",1106,5166
2017-06,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",10,205
2017-07,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",889,3744
2017-07,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1256,5352
2017-07,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2548,5519
2017-07,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",798,3282
2017-07,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",2503,7140
2017-07,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2416,6271
2017-07,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3686,24628
2017-07,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4322,16687
2017-07,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1428,4937
2017-08,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",12,124
2017-08,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1340,4473
2017-08,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",1946,5760
2017-08,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1165,4928
2017-08,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2161,5141
2017-08,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",2198,8291
2017-08,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3366,22563
2017-08,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1443,4908
2017-09,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",609,1722
2017-09,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",720,2267
2017-09,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2311,7965
2017-09,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1464,5172
2017-09,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1360,5998
2017-09,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2192,11622
2017-10,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",16,294
2017-10,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",450,1691
2017-10,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",630,2309
2017-10,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2326,6141
2017-10,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1367,6414
2017-10,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3200,9413
2017-10,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3741,25490
2017-10,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",62,185
2017-11,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",38,56
2017-11,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",938,3974
2017-11,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1785,5107
2017-11,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2043,5622
2017-11,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",1994,10801
2017-11,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1350,4694
2017-12,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",631,2092
2017-12,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",632,2419
2017-12,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",133,1582
2017-12,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1211,4404
2017-12,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1494,5304
2017-12,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2541,6696
2017-12,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1433,7148
2017-12,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",3666,10312
2017-12,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",9,184
2018-01,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1580,6745
2018-01,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1746,6841
2018-01,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1652,8153
2018-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",494,2393
2018-01,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",989,4099
2018-01,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1038,4451
2018-01,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",3266,10789
2018-01,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2511,13654
2018-02,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",121,221
2018-02,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",0,10
2018-02,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",776,2808
2018-02,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1296,5939
2018-02,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2053,6154
2018-02,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",2070,7182
2018-02,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",3893,11325
2018-02,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",6396,29617
2018-02,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",35,256
2018-03,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",57,467
2018-03,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",1045,3428
2018-03,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1035,4938
2018-03,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",839,2708
2018-03,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",774,5658
2018-03,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2078,5879
2018-03,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1851,7355
2018-03,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",945,3969
2018-03,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",1995,10531
2018-03,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3259,10849
2018-03,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2871,14218
2018-03,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2646,13752
2018-03,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",47,248
2018-04,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",132,201
2018-04,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",954,4558
2018-04,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1460,5084
2018-04,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",1661,5331
2018-04,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",803,2987
2018-04,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",392,2539
2018-04,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1203,4751
2018-04,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2555,9363
2018-04,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4324,17166
2018-05,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",236,1499
2018-05,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1031,4024
2018-05,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1772,6005
2018-05,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1315,6423
2018-05,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",775,3412
2018-05,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2509,9100
2018-06,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",753,2202
2018-06,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",205,1520
2018-06,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2180,6444
2018-06,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",2813,8556
2018-06,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1235,4659
2018-06,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",2539,10278
2018-06,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2281,10920
2018-06,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",1873,12383
2018-07,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",843,2651
2018-07,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",509,1782
2018-07,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",936,3522
2018-07,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",585,2089
2018-07,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1627,5398
2018-07,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1383,5554
2018-07,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",1991,6578
2018-07,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",33,181
2018-08,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",44,95
2018-08,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",65,281
2018-08,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",0,10
2018-08,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",1087,3684
2018-08,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",670,2154
2018-08,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",199,2860
2018-08,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",615,2794
2018-08,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1187,5519
2018-08,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",370,2886
2018-08,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3443,24364
2018-08,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",45,183
2018-09,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1098,4442
2018-09,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",1883,4527
2018-09,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1124,5473
2018-09,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",736,2964
2018-09,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1149,3895
2018-09,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",539,1017
2018-10,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",60,249
2018-10,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",15,84
2018-10,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",636,1863
2018-10,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2320,8460
2018-10,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1339,5785
2018-10,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2330,6665
2018-10,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1382,6535
2018-10,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",2172,6588
2018-10,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",2733,8052
2018-10,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1223,4079
2018-10,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2800,8445
2018-10,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3629,23664
2018-11,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",0,20
2018-11,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",533,1613
2018-11,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",611,1704
2018-11,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",236,1898
2018-11,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1747,6124
2018-11,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2420,5480
2018-11,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",860,3131
2018-11,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1331,5974
2018-11,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",465,2400
2018-11,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",2757,7911
2018-11,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",3850,9783
2018-11,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",2808,10285
2018-11,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4070,17729
2018-12,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",117,413
2018-12,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",210,1955
2018-12,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2289,11005
2018-12,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1518,5934
2018-12,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1404,7075
2018-12,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1233,3528
2019-01,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",54,326
2019-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",245,2184
2019-01,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",919,6582
2019-01,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1789,6516
2019-01,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2530,9483
2019-01,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1455,6745
2019-01,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",797,3196
2019-01,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1536,8487
2019-01,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",5958,20002
2019-01,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1151,5229
2019-02,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",43,322
2019-02,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1034,6361
2019-02,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",217,2165
2019-02,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",1028,6303
2019-02,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1751,6197
2019-02,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",974,3450
2019-02,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1253,3936
2019-02,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3002,9782
2019-02,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1451,5106
2019-02,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",30,229
2019-03,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",34,198
2019-03,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",93,250
2019-03,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",763,2497
2019-03,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",273,2211
2019-03,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2045,8136
2019-03,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",5191,19853
2019-03,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",1210,5268
2019-04,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",497,1834
2019-04,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",278,1829
2019-04,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1039,4735
2019-04,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2015,5108
2019-04,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1491,5054
2019-04,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",580,2926
2019-04,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",820,2723
2019-04,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4606,18756
2019-05,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",68,312
2019-05,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",14,133
2019-05,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",1,6
2019-05,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",575,1591
2019-05,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1175,4787
2019-05,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",619,2450
2019-05,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",2326,7750
2019-05,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",4511,10426
2019-05,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2322,11164
2019-05,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3878,24271
2019-05,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2754,13406
2019-06,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",159,201
2019-06,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",786,2934
2019-06,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",458,1316
2019-06,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",660,1909
2019-06,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1113,4567
2019-06,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1461,5164
