Período;ARS;Hospital;Localização Geográfica;Grupo Hospitalar;DDD Consumidas de Carbapenemes;DDD Consumidas dos Restantes Antibióticos;Peso
2024-03;;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;25;3895;0.0065884913326423175
2024-03;;Unidade Local de Saúde do Tâmega e Sousa, E. P. E.;41.2494561, -8.264901;Grupo C;269;10763;0.02445530499719295
2024-03;;Unidade Local de Saúde de Braga, E. P. E.;41.567781, -8.399268;Grupo D;703;15009;0.044740061515427844
2024-03;;Unidade Local de Saúde de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;463;14035;0.03196221320365287
2024-03;;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E. P. E.;41.3031784, -7.7515252;Grupo D;539;12264;0.04210914534271982
2024-04;;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;223;5246;0.040891493170676696
2024-04;;Unidade Local de Saúde do Baixo Mondego, E. P. E.;40.117897, -8.8586755;Grupo B;46;3009;0.015052883772570552
2024-04;;Unidade Local de Saúde do Oeste, E. P. E.;39.4054629, -9.1258493;Grupo B;515;8455;0.05740854027280766
2024-04;;Unidade Local de Saúde do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;346;7296;0.045296567271664534
2024-04;;Unidade Local de Saúde do Tâmega e Sousa, E. P. E.;41.2494561, -8.264901;Grupo C;368;10570;0.033685641668451706
2024-04;;Unidade Local de Saúde de Braga, E. P. E.;41.567781, -8.399268;Grupo D;777;14445;0.05108505296895309
2024-04;;Unidade Local de Saúde do Alentejo Central, E. P. E.;38.5684861, -7.9032848;Grupo D;217;5159;0.04051038031449669
2024-04;;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;742;5024;0.12882358587052198
2024-05;;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;334;5547;0.05692554302507263
2024-05;;Unidade Local de Saúde do Médio Ave, E.P E.;41.3423984, -8.4802503;Grupo B;176;4627;0.03663930532035723
2024-05;;Unidade Local de Saúde do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;435;7724;0.053350202470496
2024-05;;Unidade Local de Saúde do Tâmega e Sousa, E. P. E.;41.2494561, -8.264901;Grupo C;389;11717;0.032184677037699984
2024-05;;Unidade Local de Saúde de Amadora/Sintra E. P. E.;38.7422257, -9.2264834;Grupo D;729;14317;0.048459783667803694
2024-05;;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;631;5605;0.10132341882560394
2024-06;;Unidade Local de Saúde do Médio Ave, E.P E.;41.3423984, -8.4802503;Grupo B;220;6224;0.03418619680917397
2024-06;;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;115;6038;0.018740841642016014
2024-06;;Unidade Local de Saúde do Oeste, E. P. E.;39.4054629, -9.1258493;Grupo B;565;7124;0.07351372183898734
2024-06;;Unidade Local de Saúde de Loures-Odivelas, E. P. E.;38.821342, -9.176377;Grupo C;315;6519;0.04618213624252683
2024-06;;Unidade Local de Saúde do Alto Alentejo, E.P.E.;39.3003425, -7.4263845;Grupo C;325;3660;0.08161856105473346
2024-06;;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;40.516364, -8.0827433;Grupo D;633;8931;0.06626471086973672
2024-06;;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;86;1094;0.07314244218297694
2024-07;;Unidade Local de Saúde de Barcelos/Esposende, E. P. E.;41.5324234, -8.6171561;Grupo B;100;2769;0.034908242435959684
2024-07;;Unidade Local de Saúde do Médio Ave, E.P E.;41.3423984, -8.4802503;Grupo B;183;3532;0.049428233748001316
2024-07;;Unidade Local de Saúde de Entre Douro e Vouga, E. P. E.;40.9293884, -8.5458794;Grupo C;438;7770;0.05339496188922267
2024-07;;Unidade Local de Saúde de Lisboa Ocidental, E. P. E.;38.708454, -9.216985;Grupo E;1008;12617;0.07399019020864946
2024-07;;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;57;1301;0.04249671484888304
2024-07;;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;715;5673;0.11197031238825193
2024-08;;Unidade Local de Saúde da Região de Aveiro, E. P. E.;40.6362453, -8.6543716;Grupo C;259;8037;0.03129732670820007
2024-08;;Unidade Local de Saúde do Alto Ave, E. P. E.;41.4387173, -8.3086907;Grupo C;254;8169;0.03022139414675818
2024-08;;Unidade Local de Saúde do Tâmega e Sousa, E. P. E.;41.2494561, -8.264901;Grupo C;349;10012;0.033714048707517034
2024-08;;Unidade Local de Saúde de São José, E. P. E.;38.7166948, -9.1371248;Grupo E;1663;22964;0.06755177684565622
2024-08;;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;943;5994;0.13597297710019704
2024-09;;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;176;5732;0.029827880737636134
2024-09;;Unidade Local de Saúde da Região de Leiria, E. P. E.;39.7414812, -8.7982706;Grupo C;577;9302;0.05842847184524629
2024-09;;Unidade Local de Saúde do Estuário do Tejo, E. P. E.;38.952565, -8.992398;Grupo C;321;5401;0.0562044093211954
2024-09;;Unidade Local de Saúde de Almada-Seixal, E. P. E.;38.6658713, -9.1822554;Grupo D;617;12309;0.047766503847381445
2024-09;;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E. P. E.;41.3031784, -7.7515252;Grupo D;647;9395;0.06443292604116375
2024-09;;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;40.516364, -8.0827433;Grupo D;859;9291;0.08465587616204795
2024-09;;Unidade Local de Saúde de Santo António, E. P. E.;41.1472498, -8.6172617;Grupo E;975;12091;0.07466946352099907
2024-10;;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;132;3367;0.03790790800324932
2024-10;;Unidade Local de Saúde do Oeste, E. P. E.;39.4054629, -9.1258493;Grupo B;602;7761;0.07198193448174939
2024-10;;Unidade Local de Saúde Póvoa de Varzim/Vila do Conde, E. P. E.;41.3828711, -8.7589945;Grupo B;90;3000;0.02933264007240723
2024-10;;Unidade Local de Saúde da Lezíria, E. P. E.;39.2410946, -8.6937515;Grupo C;1114;7886;0.12386574661693588
2024-10;;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;594;8563;0.06494496369206602
2024-10;;Unidade Local de Saúde do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;457;7947;0.05446769505398822
2024-10;;Unidade Local de Saúde de Almada-Seixal, E. P. E.;38.6658713, -9.1822554;Grupo D;607;12783;0.045389156141998156
2024-10;;Unidade Local de Saúde de Braga, E. P. E.;41.567781, -8.399268;Grupo D;915;13186;0.06493459352631059
2024-10;;Unidade Local de Saúde do Alentejo Central, E. P. E.;38.5684861, -7.9032848;Grupo D;181;4748;0.03681317566882338
2024-10;;Unidade Local de Saúde de Coimbra, E. P. E.;40.2191523, -8.4098211;Grupo E;2528;30826;0.07579894536128573
2024-10;;Unidade Local de Saúde de Lisboa Ocidental, E. P. E.;38.708454, -9.216985;Grupo E;945;12169;0.0721158144580362
2024-10;;Unidade Local de Saúde de Santa Maria, E. P. E.;38.7500861, -9.1616116;Grupo E;1535;29130;0.05007617897020474
2024-10;;Unidade Local de Saúde de Santo António, E. P. E.;41.1472498, -8.6172617;Grupo E;1135;16284;0.06518689474779055
2024-11;;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;243;5912;0.03952832879679358
2024-11;;Unidade Local de Saúde do Oeste, E. P. E.;39.4054629, -9.1258493;Grupo B;588;7246;0.07512678252274231
2024-11;;Unidade Local de Saúde de Loures-Odivelas, E. P. E.;38.821342, -9.176377;Grupo C;367;6942;0.05031697402900676
2024-11;;Unidade Local de Saúde de Amadora/Sintra E. P. E.;38.7422257, -9.2264834;Grupo D;814;14395;0.05352815840202279
2024-11;;Unidade Local de Saúde de Braga, E. P. E.;41.567781, -8.399268;Grupo D;954;12315;0.07194726397156803
2024-11;;Unidade Local de Saúde de Santa Maria, E. P. E.;38.7500861, -9.1616116;Grupo E;1495;27140;0.052215681134688496
2024-12;;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;117;3023;0.03746445538947654
2024-12;;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;199;5679;0.03398899053143583
2024-12;;Unidade Local de Saúde do Oeste, E. P. E.;39.4054629, -9.1258493;Grupo B;558;7234;0.07160903775355522
2024-12;;Unidade Local de Saúde Póvoa de Varzim/Vila do Conde, E. P. E.;41.3828711, -8.7589945;Grupo B;85;2799;0.029577692609868242
2024-12;;Unidade Local de Saúde da Lezíria, E. P. E.;39.2410946, -8.6937515;Grupo C;876;9522;0.0842506539096798
2024-12;;Unidade Local de Saúde de Entre Douro e Vouga, E. P. E.;40.9293884, -8.5458794;Grupo C;314;8617;0.03521157735550898
2024-12;;Unidade Local de Saúde do Alto Alentejo, E.P.E.;39.3003425, -7.4263845;Grupo C;335;3965;0.07791729500044664
2024-12;;Unidade Local de Saúde de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;772;13682;0.05345300798352592
2024-12;;Unidade Local de Saúde do Algarve, E. P. E.;37.0238973, -7.9281554;Grupo D;810;17517;0.04423007846471949
2024-12;;Unidade Local de Saúde de Lisboa Ocidental, E. P. E.;38.708454, -9.216985;Grupo E;588;11897;0.04711956323794349
2024-12;;Unidade Local de Saúde de Santa Maria, E. P. E.;38.7500861, -9.1616116;Grupo E;1560;27818;0.05311432209308355
2024-12;;Unidade Local de Saúde de Santo António, E. P. E.;41.1472498, -8.6172617;Grupo E;945;15386;0.05787819602009559
2024-12;;Unidade Local de Saúde de São José, E. P. E.;38.7166948, -9.1371248;Grupo E;1341;24120;0.05269901635266633
2024-12;;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;1000;6148;0.14000023310062112
2024-12;;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;829;5794;0.12522509893569972
2025-01;;Unidade Local de Saúde Póvoa de Varzim/Vila do Conde, E. P. E.;41.3828711, -8.7589945;Grupo B;94;3029;0.030193936216262342
2025-01;;Unidade Local de Saúde da Arrábida, E. P. E.;38.5283754, -8.8818638;Grupo C;257;8049;0.031018750407547504
2025-01;;Unidade Local de Saúde da Cova da Beira, E. P. E.;40.2804158, -7.4922407;Grupo C;212;4726;0.043055618488271614
2025-01;;Unidade Local de Saúde da Lezíria, E. P. E.;39.2410946, -8.6937515;Grupo C;885;10347;0.07882070866679118
2025-01;;Unidade Local de Saúde do Arco Ribeirinho, E. P. E.;38.6554005, -9.0592392;Grupo C;491;7233;0.06359804494385134
2025-01;;Unidade Local de Saúde de Santa Maria, E. P. E.;38.7500861, -9.1616116;Grupo E;2305;30854;0.06952866815663962
2025-02;;Unidade Local de Saúde do Baixo Mondego, E. P. E.;40.117897, -8.8586755;Grupo B;83;2511;0.03202482815162425
2025-02;;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;68;3303;0.020461976063441953
2025-02;;Unidade Local de Saúde do Oeste, E. P. E.;39.4054629, -9.1258493;Grupo B;506;6491;0.07233306526989906
2025-02;;Unidade Local de Saúde da Lezíria, E. P. E.;39.2410946, -8.6937515;Grupo C;842;8285;0.09228228184362151
2025-02;;Unidade Local de Saúde do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;361;7399;0.04662271642285717
2025-02;;Unidade Local de Saúde do Tâmega e Sousa, E. P. E.;41.2494561, -8.264901;Grupo C;447;10567;0.040657106514853276
2025-02;;Unidade Local de Saúde de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;612;15358;0.03837663420904425
2025-02;;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E. P. E.;41.3031784, -7.7515252;Grupo D;546;8665;0.059283010430842484
2025-02;;Unidade Local de Saúde de São João, E. P. E.;41.1831056, -8.6010558;Grupo E;1390;24064;0.054628619870767434
2025-02;;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;542;4943;0.09891184100271623
2025-02;;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;629;4745;0.1171175760528908
2025-03;;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;234;5712;0.03949742415065434
2025-03;;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;434;7593;0.05416935065232893
2025-03;;Unidade Local de Saúde do Arco Ribeirinho, E. P. E.;38.6554005, -9.0592392;Grupo C;575;6471;0.08172549814594256
2025-03;;Unidade Local de Saúde do Tâmega e Sousa, E. P. E.;41.2494561, -8.264901;Grupo C;386;10577;0.03523669237212256
2025-03;;Unidade Local de Saúde de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;694;15472;0.04294220485987618
2025-03;;Unidade Local de Saúde do Alentejo Central, E. P. E.;38.5684861, -7.9032848;Grupo D;245;4872;0.04790458720035214
2025-03;;Unidade Local de Saúde do Algarve, E. P. E.;37.0238973, -7.9281554;Grupo D;890;16325;0.05173839070461162
2025-03;;Unidade Local de Saúde de São João, E. P. E.;41.1831056, -8.6010558;Grupo E;1600;25980;0.0580167987178702
2025-03;;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;552;4875;0.10187311257755269
2025-04;;Unidade Local de Saúde de Barcelos/Esposende, E. P. E.;41.5324234, -8.6171561;Grupo B;78;2983;0.025795015917810426
2025-04;;Unidade Local de Saúde da Região de Aveiro, E. P. E.;40.6362453, -8.6543716;Grupo C;226;8731;0.0252312018419947
2025-04;;Unidade Local de Saúde da Região de Leiria, E. P. E.;39.7414812, -8.7982706;Grupo C;408;10499;0.03743633095142701
2025-04;;Unidade Local de Saúde do Tâmega e Sousa, E. P. E.;41.2494561, -8.264901;Grupo C;335;10474;0.031058274101299996
2025-04;;Unidade Local de Saúde de Braga, E. P. E.;41.567781, -8.399268;Grupo D;827;14130;0.05530935506933046
2025-04;;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E. P. E.;41.3031784, -7.7515252;Grupo D;393;13243;0.028855170625307097
2025-04;;Unidade Local de Saúde de Santa Maria, E. P. E.;38.7500861, -9.1616116;Grupo E;1469;24957;0.055600330996396066
2025-04;;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;76;1104;0.06453435006707615
2025-05;;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;148;4724;0.03042664494176468
2025-05;;Unidade Local de Saúde do Oeste, E. P. E.;39.4054629, -9.1258493;Grupo B;500;7245;0.06455002027178014
2025-05;;Unidade Local de Saúde do Alto Alentejo, E.P.E.;39.3003425, -7.4263845;Grupo C;309;4009;0.07161949058579282
2025-05;;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;321;7353;0.04190125896119686
2025-05;;Unidade Local de Saúde de Coimbra, E. P. E.;40.2191523, -8.4098211;Grupo E;2192;29579;0.06900509372645788
2025-05;;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;620;6208;0.09091731750642629
2025-06;;Unidade Local de Saúde do Baixo Mondego, E. P. E.;40.117897, -8.8586755;Grupo B;106;2888;0.035399496678315434
2025-06;;Unidade Local de Saúde do Oeste, E. P. E.;39.4054629, -9.1258493;Grupo B;536;7046;0.0707294922164511
2025-06;;Unidade Local de Saúde de Entre Douro e Vouga, E. P. E.;40.9293884, -8.5458794;Grupo C;266;6222;0.04113036312711838
2025-06;;Unidade Local de Saúde do Alto Alentejo, E.P.E.;39.3003425, -7.4263845;Grupo C;378;3893;0.08863907749370542
2025-06;;Unidade Local de Saúde do Arco Ribeirinho, E. P. E.;38.6554005, -9.0592392;Grupo C;435;5364;0.0751264010985891
2025-06;;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;28;3647;0.007842449020033884
2025-06;;Unidade Local de Saúde de Lisboa Ocidental, E. P. E.;38.708454, -9.216985;Grupo E;913;11613;0.072922508217253
2025-06;;Unidade Local de Saúde de Santa Maria, E. P. E.;38.7500861, -9.1616116;Grupo E;1244;24330;0.04866422380698781
2025-07;;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;83;2531;0.03211842302912777
2025-07;;Unidade Local de Saúde de Amadora/Sintra E. P. E.;38.7422257, -9.2264834;Grupo D;686;13785;0.04745810468153107
2025-07;;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;40.516364, -8.0827433;Grupo D;792;8612;0.08429118159635146
2025-07;;Unidade Local de Saúde do Alentejo Central, E. P. E.;38.5684861, -7.9032848;Grupo D;237;5251;0.04329513166152773
2025-08;;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;55;3390;0.01610480629324154
2025-08;;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;46;2838;0.01606025318419689
2025-08;;Unidade Local de Saúde de Loures-Odivelas, E. P. E.;38.821342, -9.176377;Grupo C;401;6379;0.059230775847676755
2025-08;;Unidade Local de Saúde do Arco Ribeirinho, E. P. E.;38.6554005, -9.0592392;Grupo C;569;5540;0.09318196416684807
2025-08;;Unidade Local de Saúde de Almada-Seixal, E. P. E.;38.6658713, -9.1822554;Grupo D;332;11521;0.028007944020266795
2025-08;;Unidade Local de Saúde de Amadora/Sintra E. P. E.;38.7422257, -9.2264834;Grupo D;732;15073;0.04636233368461128
2025-09;;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;440;4455;0.08993944139213063
2025-09;;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;531;4727;0.10106218744878526
2025-09;;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;618;7607;0.0751868709373091
2025-09;;Unidade Local de Saúde do Alto Alentejo, E.P.E.;39.3003425, -7.4263845;Grupo C;325;3315;0.08943166952084164
2025-09;;Unidade Local de Saúde Póvoa de Varzim/Vila do Conde, E. P. E.;41.3828711, -8.7589945;Grupo B;122;2455;0.04758366509670742
2025-09;;Unidade Local de Saúde da Arrábida, E. P. E.;38.5283754, -8.8818638;Grupo C;310;7182;0.041457428133414805
2025-09;;Unidade Local de Saúde da Lezíria, E. P. E.;39.2410946, -8.6937515;Grupo C;932;7334;0.1128289864407017
2025-09;;Unidade Local de Saúde da Região de Aveiro, E. P. E.;40.6362453, -8.6543716;Grupo C;341;8477;0.038725312714392536
2025-09;;Unidade Local de Saúde de Almada-Seixal, E. P. E.;38.6658713, -9.1822554;Grupo D;391;11110;0.03407108068556821
2025-09;;Unidade Local de Saúde de Amadora/Sintra E. P. E.;38.7422257, -9.2264834;Grupo D;855;13333;0.060269822273914204
2015-01;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;9;760;0.011805480342250622
2015-01;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Grupo C;269;4463;0.05702099085697476
2015-01;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;30;3719;0.008220682475345898
2015-01;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Grupo C;180;5504;0.03170887838821753
2015-01;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;713;12630;0.05349475196160213
2015-01;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Grupo E;1493;16517;0.08291267065210917
2015-01;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;121;1825;0.062204907405142264
2015-01;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;747;5245;0.1247994724544834
2015-02;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;0;153;0.0
2015-02;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;19;546;0.03358939282331898
2015-02;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;556;6042;0.08432319893772858
2015-02;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;206;6961;0.02886660261461901
2015-02;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Grupo C;264;4624;0.05406753230561834
2015-02;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;738;16106;0.04381761213720316
2015-02;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Grupo E;1939;30462;0.0598482326125065
2015-02;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Grupo E;1611;14472;0.10018554248881054
2015-02;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;158;1923;0.07593380452434868
2015-02;Norte;Hospital de Magalhaes de Lemos, E.P.E.;41.1764649, -8.6649823;Psiquiátricos;0;276;0.0
2015-03;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;22;551;0.03836810962317035
2015-03;Norte;Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.;41.3828711, -8.7589945;Grupo B;121;2226;0.051634850101774134
2015-03;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234, -8.6171561;Grupo B;90;2353;0.037096208549273244
2015-03;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;373;6156;0.05722359461455024
2015-03;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;254;3729;0.06393222469144041
